TID,PhoneNo,Destination,Cell,Disconnect,StartTime,EndTime,Cell2
2737,99351261,91819071,"E","No",2006-12-08 01:37:15,2006-12-08 03:30:00,"E"
2738,98251020,,"B","Y",2006-01-24 14:40:08,2006-01-24 17:20:49,"C"
2739,99351120,90819070,"A","No",2006-08-01 18:12:18,2006-08-01 19:09:56,"A"
2740,98240021,91919080,"C","No",2006-10-06 03:56:41,2006-10-06 06:03:35,"D"
2741,98350020,90819071,"B","No",2005-03-14 10:07:49,2005-03-14 11:54:07,"C"
2742,98351360,,"C","Y",2005-07-14 21:33:23,2005-07-14 23:08:16,"A"
2743,98241060,90819190,"C","No",2006-02-20 15:12:28,2006-02-20 17:11:12,"E"
2744,99341220,,"A","Y",2005-11-06 06:24:27,2005-11-06 07:04:19,"D"
2745,98250121,90808071,"C","No",2005-01-13 15:05:17,2005-01-13 15:45:09,"F"
2746,98250121,,"C","Y",2006-11-10 08:28:08,2006-11-10 09:53:31,"F"
2747,99240021,,"C","Y",2006-08-15 14:56:45,2006-08-15 17:38:13,"D"
2748,98341020,,"D","Y",2006-08-29 11:06:36,2006-08-29 11:41:35,"D"
2749,99250320,90919090,"C","No",2006-08-25 05:20:07,2006-08-25 07:20:02,"B"
2750,98250320,,"E","Y",2006-04-10 21:25:26,2006-04-10 23:16:24,"B"
2751,99340260,91809090,"F","No",2005-10-25 01:14:58,2005-10-25 02:58:20,"F"
2752,99250021,,"E","Y",2005-11-25 04:12:47,2005-11-25 06:54:33,"D"
2753,98250221,91817170,"E","No",2006-12-04 21:26:00,2006-12-04 21:44:28,"A"
2754,98250221,,"B","Y",2005-10-17 22:17:31,2005-10-17 22:57:34,"B"
2755,99240321,,"F","Y",2005-07-27 17:46:03,2005-07-27 17:50:50,"D"
2756,99351021,90907190,"A","No",2005-11-02 12:28:33,2005-11-02 12:42:06,"B"
2757,99350220,,"A","Y",2006-07-22 00:20:46,2006-07-22 02:29:43,"E"
2758,99341121,,"C","Y",2005-03-11 18:35:02,2005-03-11 21:02:39,"F"
2759,99340060,90817080,"C","No",2005-05-03 13:42:23,2005-05-03 14:37:18,"A"
2760,98341060,,"D","Y",2006-05-07 22:24:23,2006-05-07 22:50:49,"D"
2761,99340021,,"D","Y",2005-03-29 07:21:00,2005-03-29 08:41:11,"E"
2762,98250360,91809091,"B","No",2005-09-29 17:06:03,2005-09-29 18:10:23,"F"
2763,99350260,90817181,"D","No",2006-12-13 20:40:45,2006-12-13 22:20:29,"C"
2764,98341321,91818081,"D","No",2006-09-10 19:05:33,2006-09-10 21:51:06,"B"
2765,99341361,91808181,"B","No",2006-09-24 16:34:53,2006-09-24 18:42:28,"D"
2766,99250120,90918181,"B","No",2005-04-01 11:49:37,2005-04-01 14:16:10,"A"
2767,99351260,91918180,"B","No",2005-10-02 05:10:35,2005-10-02 05:35:02,"C"
2769,99351021,,"E","Y",2006-09-15 15:26:45,2006-09-15 16:31:23,"B"
2770,98250120,90918170,"F","No",2006-08-29 20:41:01,2006-08-29 22:19:32,"A"
2771,98341361,,"B","Y",2006-04-09 18:52:13,2006-04-09 19:06:57,"D"
2772,99340360,,"B","Y",2005-04-11 14:23:41,2005-04-11 16:13:15,"C"
2773,99350220,90819090,"C","No",2006-04-09 02:13:29,2006-04-09 02:54:25,"B"
2774,98340360,,"B","Y",2005-01-28 20:27:27,2005-01-28 22:23:11,"B"
2775,99250060,,"C","Y",2005-02-11 20:48:57,2005-02-11 21:13:06,"C"
2776,99250220,90818171,"B","No",2006-08-26 19:56:53,2006-08-26 22:30:04,"E"
2777,98251021,,"E","Y",2005-01-04 11:46:53,2005-01-04 13:36:32,"C"
2778,98341121,,"B","Y",2006-09-29 19:43:04,2006-09-29 20:46:42,"D"
2779,98241020,90917170,"D","No",2005-11-03 06:51:10,2005-11-03 07:20:51,"A"
2780,99341121,90818070,"B","No",2006-02-09 22:43:55,2006-02-10 00:12:01,"A"
2781,99250121,,"C","Y",2006-04-06 14:55:45,2006-04-06 15:59:47,"B"
2782,99340021,,"F","Y",2006-11-08 20:30:12,2006-11-08 20:41:48,"A"
2783,98351020,,"B","Y",2005-03-08 07:31:45,2005-03-08 07:46:31,"E"
2784,98340221,,"C","Y",2005-03-09 06:42:07,2005-03-09 07:36:46,"F"
2785,98341321,,"A","Y",2005-04-27 04:04:04,2005-04-27 05:52:54,"C"
2786,99351321,90919081,"F","No",2006-06-19 20:04:32,2006-06-19 21:38:42,"D"
2787,99241261,,"C","Y",2005-07-16 04:18:28,2005-07-16 06:13:10,"F"
2788,99240220,,"F","Y",2006-06-15 20:43:07,2006-06-15 22:51:59,"D"
2789,99240261,,"C","Y",2006-09-11 08:12:24,2006-09-11 08:21:10,"F"
2790,98241021,,"A","Y",2006-10-26 00:20:55,2006-10-26 02:13:33,"B"
2791,99351221,,"E","Y",2005-05-29 14:30:42,2005-05-29 15:15:14,"F"
2792,99240360,,"B","Y",2005-12-11 20:17:37,2005-12-11 21:10:11,"E"
2793,99340120,90908091,"B","No",2005-04-24 09:19:37,2005-04-24 10:58:03,"A"
2794,98251120,90807170,"E","No",2006-04-30 01:06:24,2006-04-30 03:39:13,"C"
2795,99350161,,"B","Y",2006-05-11 13:31:40,2006-05-11 15:16:22,"C"
2796,98350260,,"B","Y",2005-12-30 14:44:46,2005-12-30 15:17:35,"E"
2797,99351061,91808090,"D","No",2006-11-08 14:33:00,2006-11-08 15:41:37,"B"
2798,98251220,,"D","Y",2005-09-24 14:17:22,2005-09-24 14:54:00,"B"
2799,98350120,,"B","Y",2005-11-07 08:24:11,2005-11-07 09:30:59,"E"
2800,99251360,,"A","Y",2006-01-26 03:17:31,2006-01-26 03:28:09,"D"
2801,99250120,91919190,"C","No",2006-12-30 01:14:20,2006-12-30 03:12:51,"D"
2802,98251260,,"F","Y",2005-11-14 19:33:44,2005-11-14 20:10:34,"A"
2803,99251261,,"A","Y",2005-06-24 07:04:33,2005-06-24 08:37:52,"E"
2804,99250120,,"B","Y",2005-03-15 11:26:58,2005-03-15 12:57:37,"A"
2805,98351161,,"F","Y",2006-02-27 06:41:16,2006-02-27 08:20:31,"E"
2806,99351021,91809170,"D","No",2006-04-12 19:17:12,2006-04-12 21:33:29,"B"
2807,99251121,,"F","Y",2005-11-14 17:25:02,2005-11-14 19:18:05,"F"
2808,98341320,91807181,"E","No",2006-05-11 00:00:53,2006-05-11 01:46:08,"D"
2809,98351060,,"B","Y",2005-10-13 22:39:22,2005-10-13 23:40:48,"B"
2810,98340221,,"C","Y",2006-08-17 18:55:03,2006-08-17 20:03:11,"E"
2811,99340220,,"C","Y",2006-04-25 18:49:41,2006-04-25 20:58:48,"C"
2812,98341120,,"E","Y",2005-08-20 03:49:41,2005-08-20 04:54:58,"A"
2813,99251020,,"E","Y",2005-04-13 18:57:10,2005-04-13 20:42:19,"A"
2814,98350160,91808181,"D","No",2005-11-03 04:23:37,2005-11-03 06:47:29,"F"
2815,98250020,,"B","Y",2005-04-22 08:37:26,2005-04-22 09:55:45,"E"
2816,98351361,,"C","Y",2005-07-02 20:52:47,2005-07-02 21:21:31,"D"
2817,99341161,,"D","Y",2006-10-16 14:35:35,2006-10-16 15:21:01,"A"
2818,99350060,,"F","Y",2006-05-25 18:46:12,2006-05-25 20:33:59,"C"
2819,98341220,,"C","Y",2006-12-26 14:34:08,2006-12-26 16:05:01,"C"
2820,99340220,,"C","Y",2006-07-24 13:47:31,2006-07-24 15:54:45,"C"
2821,99240221,,"F","Y",2006-06-05 04:47:24,2006-06-05 05:16:25,"B"
2822,98251060,90909081,"C","No",2005-01-01 22:11:19,2005-01-01 22:50:38,"D"
2823,98340321,91908090,"D","No",2005-06-17 16:08:55,2005-06-17 17:26:32,"D"
2824,99340120,91918081,"E","No",2005-06-07 05:52:53,2005-06-07 08:22:58,"F"
2825,99350021,90808081,"B","No",2006-01-29 10:30:09,2006-01-29 12:14:56,"A"
2826,98351361,,"C","Y",2005-09-03 16:26:11,2005-09-03 17:35:43,"B"
2827,99251261,,"D","Y",2005-02-03 05:08:40,2005-02-03 06:28:27,"A"
2828,99240121,,"D","Y",2005-08-05 22:25:10,2005-08-05 23:36:52,"A"
2829,98251260,,"F","Y",2005-08-26 17:18:34,2005-08-26 19:49:58,"C"
2830,99340161,90907170,"A","No",2006-03-14 08:06:02,2006-03-14 10:45:33,"E"
2831,99351220,90907090,"B","No",2006-06-23 03:36:31,2006-06-23 04:02:34,"C"
2832,99341021,,"E","Y",2006-04-14 07:05:02,2006-04-14 08:32:34,"E"
2833,99250221,,"F","Y",2006-03-25 21:11:08,2006-03-25 22:46:17,"D"
2834,99241020,,"F","Y",2005-09-02 14:41:45,2005-09-02 17:18:38,"D"
2835,98241021,91907081,"F","No",2006-04-30 21:35:01,2006-04-30 22:50:44,"D"
2836,99250320,90909191,"D","No",2005-10-19 08:33:08,2005-10-19 09:04:17,"E"
2837,99241121,,"E","Y",2005-04-25 14:20:23,2005-04-25 16:01:16,"D"
2838,99240360,91818070,"F","No",2006-12-25 08:10:21,2006-12-25 08:56:57,"F"
2839,98240021,90808090,"B","No",2005-12-08 22:45:22,2005-12-08 23:01:08,"E"
2840,99240220,91917181,"E","No",2006-10-24 01:14:53,2006-10-24 02:01:51,"E"
2841,98241161,91817181,"E","No",2005-02-18 06:29:24,2005-02-18 08:13:20,"C"
2842,99240161,,"C","Y",2006-03-04 04:07:21,2006-03-04 06:12:20,"C"
2843,99241360,,"B","Y",2006-03-01 05:26:50,2006-03-01 06:53:59,"B"
2844,99340121,,"F","Y",2006-02-08 03:52:37,2006-02-08 05:28:25,"B"
2845,99250061,91819090,"B","No",2006-12-05 17:29:30,2006-12-05 18:05:45,"C"
2846,99341121,,"D","Y",2006-11-30 07:18:58,2006-11-30 07:50:39,"E"
2847,98340060,,"E","Y",2006-08-19 12:32:35,2006-08-19 15:11:18,"C"
2848,99240321,,"B","Y",2006-01-05 11:13:28,2006-01-05 12:48:55,"E"
2849,99341161,91819091,"A","No",2005-09-16 21:18:21,2005-09-16 22:12:57,"E"
2850,98341061,90909191,"B","No",2005-04-14 06:03:03,2005-04-14 07:00:59,"D"
2851,99350060,91807180,"B","No",2006-09-02 02:24:21,2006-09-02 03:24:15,"C"
2852,99240120,90807191,"D","No",2006-07-12 05:05:54,2006-07-12 06:53:56,"C"
2853,98250260,,"F","Y",2005-05-23 12:10:27,2005-05-23 13:24:37,"A"
2854,99351221,90918071,"B","No",2005-10-31 06:21:35,2005-10-31 08:15:03,"E"
2855,99240220,,"A","Y",2005-10-21 06:28:47,2005-10-21 09:11:56,"D"
2856,99250321,,"C","Y",2006-05-29 09:15:41,2006-05-29 11:04:46,"D"
2857,99250120,90819080,"F","No",2005-10-15 12:43:49,2005-10-15 14:51:31,"A"
2858,99250060,,"D","Y",2005-06-15 13:17:55,2005-06-15 14:27:32,"B"
2859,98250321,,"E","Y",2006-10-13 18:15:41,2006-10-13 20:20:03,"D"
2860,98341121,90918190,"D","No",2005-02-12 16:09:16,2005-02-12 16:15:08,"A"
2861,99250020,,"C","Y",2006-06-27 11:43:19,2006-06-27 13:00:15,"A"
2862,99251060,,"E","Y",2005-08-30 08:09:36,2005-08-30 10:35:23,"F"
2863,99351160,90917191,"B","No",2005-03-19 08:45:29,2005-03-19 11:22:32,"F"
2864,99341020,,"E","Y",2006-09-20 21:42:36,2006-09-21 00:06:58,"E"
2865,99351020,91917181,"B","No",2006-10-31 07:39:32,2006-10-31 09:11:35,"E"
2866,98240120,,"B","Y",2005-09-30 21:27:12,2005-09-30 23:53:49,"C"
2867,98250021,90817180,"F","No",2005-08-25 18:25:48,2005-08-25 21:07:57,"E"
2868,98340220,,"D","Y",2005-10-17 08:26:38,2005-10-17 10:52:33,"F"
2869,98240161,90907090,"C","No",2005-07-05 12:06:19,2005-07-05 14:19:35,"C"
2870,99241260,,"F","Y",2006-02-14 19:38:33,2006-02-14 20:55:35,"C"
2871,98251060,,"C","Y",2005-09-30 12:03:12,2005-09-30 13:28:45,"A"
2872,99350321,90907181,"B","No",2006-07-20 12:31:44,2006-07-20 14:23:50,"F"
2873,98250020,91809090,"C","No",2005-08-02 11:48:14,2005-08-02 11:58:08,"D"
2874,98351321,,"D","Y",2005-12-09 05:35:41,2005-12-09 05:42:18,"B"
2875,98241260,,"C","Y",2006-08-26 02:46:43,2006-08-26 03:13:07,"E"
2876,98240021,,"C","Y",2006-11-29 10:50:35,2006-11-29 12:32:33,"D"
2877,99240120,91907191,"A","No",2005-11-06 19:22:34,2005-11-06 20:39:18,"A"
2878,99240321,,"F","Y",2006-04-06 18:38:26,2006-04-06 19:41:57,"B"
2879,98250220,90907091,"A","No",2005-08-16 21:12:05,2005-08-16 21:28:00,"E"
2880,98350120,,"C","Y",2006-10-30 01:10:54,2006-10-30 02:36:49,"E"
2881,98341220,90907080,"C","No",2006-10-08 05:24:52,2006-10-08 06:32:21,"F"
2882,98340360,,"A","Y",2005-11-27 11:57:40,2005-11-27 13:37:06,"D"
2883,99241160,,"E","Y",2005-11-27 04:08:41,2005-11-27 06:20:16,"D"
2884,99340161,,"C","Y",2006-10-30 16:33:50,2006-10-30 16:41:18,"B"
2885,98241161,90918181,"E","No",2006-03-23 18:41:03,2006-03-23 20:13:44,"B"
2886,98340060,,"C","Y",2006-11-08 10:46:33,2006-11-08 10:47:42,"A"
2887,99340361,90809190,"A","No",2005-12-23 10:25:52,2005-12-23 13:11:43,"F"
2888,99341321,,"F","Y",2006-11-14 22:31:45,2006-11-14 23:19:54,"F"
2889,99351160,90817190,"E","No",2006-03-05 19:55:05,2006-03-05 22:27:47,"B"
2890,98250161,,"A","Y",2006-05-30 20:35:56,2006-05-30 23:12:55,"C"
2891,98251020,90919181,"C","No",2006-02-18 16:30:25,2006-02-18 16:45:04,"C"
2892,99250260,90917190,"C","No",2005-05-02 09:16:50,2005-05-02 11:05:27,"D"
2893,99351021,90919090,"B","No",2005-05-02 05:07:14,2005-05-02 06:40:39,"E"
2894,99241021,91909181,"C","No",2006-03-22 01:02:06,2006-03-22 02:20:40,"F"
2895,99351121,91919071,"F","No",2006-04-06 07:17:01,2006-04-06 07:28:15,"E"
2896,98251361,90807091,"E","No",2005-02-20 11:38:05,2005-02-20 12:15:40,"A"
2897,99351020,90817170,"C","No",2005-03-14 08:25:52,2005-03-14 08:42:30,"E"
2898,99341160,,"C","Y",2006-06-26 19:50:51,2006-06-26 22:09:52,"B"
2899,98340120,91819091,"F","No",2006-04-25 06:44:51,2006-04-25 07:31:47,"D"
2900,99350020,90918091,"C","No",2006-02-18 02:29:37,2006-02-18 03:14:38,"D"
2901,99241220,90907171,"C","No",2005-03-20 15:01:34,2005-03-20 15:07:28,"E"
2902,99251120,90917081,"B","No",2005-09-06 19:16:05,2005-09-06 21:32:55,"C"
2903,98251020,,"B","Y",2006-11-15 16:38:30,2006-11-15 18:48:19,"E"
2904,98250320,91907171,"B","No",2006-04-28 04:16:01,2006-04-28 06:02:13,"D"
2905,99240120,,"D","Y",2006-11-30 20:24:46,2006-11-30 22:19:45,"A"
2906,99240060,90907070,"B","No",2005-05-25 07:33:08,2005-05-25 09:35:26,"B"
2907,99251221,,"C","Y",2005-07-29 14:54:41,2005-07-29 17:10:47,"B"
2908,98250061,90818190,"C","No",2005-08-21 18:55:36,2005-08-21 21:13:11,"B"
2909,98250161,,"F","Y",2006-06-27 11:31:02,2006-06-27 11:39:26,"D"
2910,99340120,91808071,"A","No",2006-12-30 20:25:34,2006-12-30 20:43:16,"E"
2911,99241061,,"E","Y",2005-10-24 02:27:13,2005-10-24 03:58:56,"F"
2912,98251061,,"B","Y",2006-03-08 10:22:24,2006-03-08 13:06:43,"E"
2913,99341221,90818171,"B","No",2005-11-12 21:12:53,2005-11-12 23:22:14,"B"
2914,99250060,90907171,"D","No",2006-09-27 10:17:27,2006-09-27 11:22:31,"A"
2915,99341161,,"E","Y",2006-07-12 00:48:42,2006-07-12 01:02:01,"E"
2916,99251021,,"E","Y",2006-11-29 02:04:43,2006-11-29 03:51:16,"C"
2917,99250021,,"A","Y",2006-08-08 04:44:04,2006-08-08 05:08:50,"B"
2918,98341021,90907071,"B","No",2006-03-01 00:05:19,2006-03-01 00:42:17,"F"
2919,99350260,,"B","Y",2005-01-19 12:07:27,2005-01-19 13:11:31,"B"
2921,99251320,,"B","Y",2006-05-03 17:28:30,2006-05-03 17:36:45,"A"
2922,98240060,90918090,"B","No",2005-03-14 02:29:19,2005-03-14 03:26:14,"C"
2923,99341321,90908170,"F","No",2005-03-15 06:15:35,2005-03-15 08:20:17,"F"
2924,99341161,91817191,"B","No",2006-10-28 09:24:26,2006-10-28 09:41:52,"B"
2925,99351360,,"E","Y",2005-02-07 21:10:26,2005-02-07 21:45:53,"F"
2926,98241121,,"F","Y",2006-12-15 09:25:15,2006-12-15 12:11:03,"C"
2927,99240021,,"C","Y",2005-11-05 05:16:18,2005-11-05 06:49:04,"F"
2928,98340220,,"E","Y",2005-12-12 04:48:33,2005-12-12 07:25:47,"F"
2929,98241221,,"A","Y",2006-07-02 12:14:28,2006-07-02 13:55:01,"D"
2930,99340020,,"C","Y",2006-01-03 03:55:15,2006-01-03 06:39:10,"A"
2931,99251261,,"D","Y",2005-06-28 06:16:30,2005-06-28 07:31:02,"A"
2932,98341260,91908070,"B","No",2005-11-30 07:16:24,2005-11-30 08:15:44,"A"
2933,98350320,91919091,"A","No",2005-07-08 12:52:51,2005-07-08 15:23:36,"A"
2934,98351320,91817191,"D","No",2005-05-07 03:36:01,2005-05-07 04:40:05,"A"
2935,98250120,90909170,"F","No",2005-02-10 22:09:29,2005-02-10 23:21:43,"F"
2936,98240020,90919170,"E","No",2006-05-07 02:37:36,2006-05-07 04:45:12,"F"
2937,98350120,90818190,"E","No",2005-02-26 18:55:27,2005-02-26 20:09:31,"C"
2938,99341020,90818071,"C","No",2005-07-17 15:05:58,2005-07-17 15:49:41,"C"
2939,99240321,91908091,"B","No",2005-08-30 12:44:31,2005-08-30 14:35:24,"D"
2940,99340121,91917181,"F","No",2005-04-26 01:24:45,2005-04-26 04:10:17,"E"
2941,99351320,91819170,"E","No",2006-08-24 05:27:22,2006-08-24 06:12:09,"D"
2942,99341320,90908190,"A","No",2005-05-19 03:55:28,2005-05-19 04:28:18,"F"
2943,99241061,91917081,"A","No",2006-09-28 11:18:35,2006-09-28 12:54:13,"B"
2944,99340320,91907090,"D","No",2006-02-03 02:58:35,2006-02-03 03:47:04,"A"
2945,98241360,,"D","Y",2006-05-31 04:52:29,2006-05-31 06:29:24,"A"
2946,98251060,91908070,"D","No",2006-08-30 13:28:28,2006-08-30 14:20:00,"B"
2947,98351221,90907081,"A","No",2005-07-16 21:57:10,2005-07-17 00:23:17,"C"
2948,99340061,90819170,"D","No",2006-10-31 08:11:19,2006-10-31 08:48:32,"F"
2949,99351021,90907190,"A","No",2005-11-22 22:25:53,2005-11-23 01:06:38,"B"
2950,98340120,91807180,"B","No",2006-06-11 21:41:33,2006-06-11 22:50:57,"A"
2951,98341221,90808181,"D","No",2006-12-29 19:05:05,2006-12-29 20:56:57,"F"
2952,99241161,,"B","Y",2006-04-06 15:39:46,2006-04-06 17:35:18,"F"
2953,98341221,,"D","Y",2006-03-29 17:39:28,2006-03-29 18:47:38,"D"
2954,98241220,,"D","Y",2005-07-15 19:15:46,2005-07-15 21:53:23,"F"
2955,98341361,90917071,"D","No",2006-07-02 18:39:16,2006-07-02 18:42:48,"D"
2956,98240161,91907071,"D","No",2005-09-19 13:55:18,2005-09-19 14:01:43,"E"
2957,98340060,,"D","Y",2005-09-10 18:01:04,2005-09-10 20:11:46,"B"
2958,98341020,,"B","Y",2006-12-10 10:29:43,2006-12-10 11:53:09,"E"
2959,98241321,90808090,"D","No",2006-04-23 06:16:03,2006-04-23 08:12:34,"D"
2960,98340161,91918081,"D","No",2006-04-11 22:38:04,2006-04-12 01:01:37,"F"
2961,99340320,,"D","Y",2006-11-02 16:20:49,2006-11-02 18:13:22,"C"
2962,99241320,90818180,"A","No",2006-06-25 16:22:54,2006-06-25 19:01:59,"D"
2963,98340361,91817181,"D","No",2005-11-26 09:10:57,2005-11-26 09:16:39,"A"
2964,99350220,91807190,"A","No",2006-08-21 16:33:55,2006-08-21 18:41:38,"A"
2965,98250260,91808091,"D","No",2006-12-14 06:21:48,2006-12-14 07:07:39,"C"
2966,99351260,90907180,"B","No",2005-10-15 02:31:26,2005-10-15 03:35:58,"B"
2967,99351221,91817190,"B","No",2005-01-05 22:25:49,2005-01-05 23:50:33,"D"
2968,98240360,,"D","Y",2006-10-03 17:44:57,2006-10-03 19:46:47,"B"
2970,99340161,90919071,"B","No",2005-05-21 05:05:03,2005-05-21 05:16:39,"B"
2971,98341120,,"B","Y",2006-10-22 17:44:42,2006-10-22 19:33:15,"D"
2972,99241361,90818070,"A","No",2006-04-28 21:46:05,2006-04-29 00:22:13,"A"
2973,99240160,91907190,"D","No",2005-10-22 06:29:14,2005-10-22 07:57:11,"C"
2974,98250360,,"D","Y",2006-02-04 05:30:57,2006-02-04 07:09:41,"A"
2975,98350120,,"D","Y",2006-03-17 05:50:16,2006-03-17 07:01:37,"B"
2976,98251060,,"D","Y",2006-01-01 12:12:08,2006-01-01 13:10:11,"C"
2977,98250221,,"D","Y",2006-09-12 20:04:51,2006-09-12 22:23:15,"A"
2978,99351160,90819080,"B","No",2005-10-28 15:19:42,2005-10-28 16:09:41,"D"
2979,98241061,90818070,"D","No",2005-04-02 10:50:43,2005-04-02 11:45:40,"F"
2980,99240220,91808180,"D","No",2005-12-31 22:29:03,2005-12-31 23:19:54,"C"
2981,98240120,90909090,"D","No",2006-09-02 13:23:19,2006-09-02 15:01:14,"E"
2982,99341061,,"D","Y",2005-01-23 08:39:01,2005-01-23 11:17:06,"B"
2983,98251361,,"D","Y",2005-01-28 21:38:11,2005-01-28 22:35:37,"D"
2984,98341360,,"B","Y",2006-11-18 19:51:17,2006-11-18 22:13:57,"E"
2985,99251361,90809171,"D","No",2006-05-11 11:12:03,2006-05-11 11:26:50,"B"
2986,99250020,,"D","Y",2005-07-28 15:32:21,2005-07-28 15:55:53,"D"
2987,99341061,91818080,"A","No",2006-11-14 09:03:47,2006-11-14 09:20:43,"B"
2988,98241160,,"D","Y",2006-05-12 20:32:32,2006-05-12 23:04:33,"E"
2989,98341060,90819080,"B","No",2005-01-17 21:28:05,2005-01-17 23:08:15,"E"
2990,99340360,,"D","Y",2006-01-28 05:36:44,2006-01-28 07:15:18,"B"
2991,98240121,90918171,"D","No",2005-10-06 04:47:32,2005-10-06 07:22:15,"A"
2992,99351261,,"B","Y",2005-12-31 18:26:37,2005-12-31 20:20:39,"A"
2993,98241320,90807080,"B","No",2005-06-26 08:13:21,2005-06-26 09:08:03,"F"
2994,98341161,90808171,"B","No",2005-04-10 09:29:53,2005-04-10 10:37:00,"E"
2995,99340321,90909180,"A","No",2005-03-10 13:03:20,2005-03-10 15:01:17,"D"
2996,98241020,91909180,"D","No",2006-06-05 17:02:51,2006-06-05 17:22:17,"E"
2997,99250260,,"D","Y",2005-02-05 16:12:04,2005-02-05 17:50:42,"A"
2998,99340121,90908090,"A","No",2006-01-29 22:31:13,2006-01-30 00:36:03,"F"
2999,98240221,91917181,"D","No",2005-08-08 10:35:28,2005-08-08 12:20:50,"E"
3000,98340220,90908171,"D","No",2005-11-07 01:46:48,2005-11-07 04:09:46,"E"
3001,99351360,91818070,"B","No",2006-12-26 02:46:33,2006-12-26 03:00:46,"C"
3002,99341021,,"B","Y",2006-09-30 07:46:49,2006-09-30 07:50:02,"C"
3003,98351221,91908180,"A","No",2006-03-10 00:31:43,2006-03-10 03:16:59,"D"
3004,98340260,90808070,"D","No",2006-07-09 15:18:09,2006-07-09 15:52:48,"A"
3005,98250221,90819070,"D","No",2005-12-23 06:06:29,2005-12-23 08:44:19,"D"
3006,99350060,91807080,"A","No",2005-12-13 09:28:52,2005-12-13 09:50:35,"C"
3007,99251121,90808190,"D","No",2006-12-23 08:28:24,2006-12-23 10:33:20,"A"
3008,99241361,,"D","Y",2005-06-06 00:13:21,2005-06-06 00:16:27,"B"
3010,98340360,,"D","Y",2006-12-27 21:52:17,2006-12-27 23:20:21,"F"
3011,99341360,90809081,"D","No",2005-10-13 17:33:00,2005-10-13 20:08:47,"F"
3012,99351021,,"A","Y",2006-05-15 18:24:54,2006-05-15 20:23:13,"D"
3013,99341061,91817180,"B","No",2005-10-18 17:02:39,2005-10-18 18:25:29,"B"
3014,98350021,90907081,"B","No",2006-11-17 11:36:17,2006-11-17 13:42:44,"C"
3016,98350160,91818190,"A","No",2006-05-08 09:37:12,2006-05-08 12:07:51,"C"
3017,98350061,91817081,"A","No",2005-11-01 06:13:30,2005-11-01 06:53:47,"A"
3018,99250160,,"D","Y",2005-09-13 19:47:02,2005-09-13 21:45:55,"D"
3019,99350061,91808070,"D","No",2005-07-06 21:47:17,2005-07-06 23:39:03,"D"
3020,98351321,91909070,"B","No",2005-07-24 17:23:27,2005-07-24 19:42:26,"A"
3021,98351121,91919191,"D","No",2006-04-10 00:21:17,2006-04-10 03:00:16,"E"
3022,98341321,91819071,"B","No",2005-06-24 16:53:13,2005-06-24 18:08:39,"A"
3023,98340060,,"D","Y",2005-05-28 16:26:53,2005-05-28 16:35:46,"D"
3024,98240061,,"D","Y",2006-10-23 10:19:58,2006-10-23 12:09:56,"A"
3025,98341361,91807080,"D","No",2005-08-20 14:18:35,2005-08-20 14:44:10,"E"
3026,99251360,,"D","Y",2005-05-20 03:28:29,2005-05-20 04:07:23,"A"
3027,99341061,91817180,"B","No",2005-06-02 04:16:45,2005-06-02 05:41:50,"C"
3028,98241021,91807170,"A","No",2006-12-15 06:04:30,2006-12-15 08:02:40,"B"
3029,98341161,,"A","Y",2006-09-16 20:09:05,2006-09-16 22:18:06,"A"
3030,98241261,,"B","Y",2006-09-05 20:28:45,2006-09-05 22:21:07,"A"
3031,99251261,91909071,"B","No",2006-11-18 13:20:04,2006-11-18 14:11:30,"E"
3032,99350060,91818181,"A","No",2006-12-30 17:39:33,2006-12-30 19:42:13,"F"
3033,98350021,91808091,"B","No",2005-01-29 10:52:03,2005-01-29 10:53:51,"A"
3034,99351020,90918170,"D","No",2006-05-04 22:16:11,2006-05-05 00:53:20,"C"
3035,99351221,90919171,"B","No",2005-05-17 19:16:37,2005-05-17 21:10:57,"F"
3036,99240360,,"A","Y",2005-06-11 21:11:04,2005-06-11 21:50:46,"C"
3037,98241160,,"D","Y",2005-09-13 14:37:13,2005-09-13 16:49:43,"C"
3038,98350361,91908190,"D","No",2006-06-13 20:08:56,2006-06-13 22:26:54,"C"
3039,98351361,,"B","Y",2005-04-06 20:10:13,2005-04-06 20:53:44,"B"
3040,99241061,,"D","Y",2006-03-18 05:13:56,2006-03-18 07:08:11,"C"
3041,98351261,90818170,"B","No",2005-12-18 06:38:25,2005-12-18 07:40:41,"D"
3042,99251260,90807180,"D","No",2005-02-17 00:44:05,2005-02-17 01:22:05,"C"
3043,99241321,91818181,"A","No",2006-04-02 16:40:48,2006-04-02 17:34:25,"C"
3044,99350360,91908181,"D","No",2005-08-26 22:35:32,2005-08-26 23:24:41,"B"
3045,99251321,91809171,"D","No",2006-05-23 20:06:10,2006-05-23 22:05:05,"D"
3046,98341061,90819171,"A","No",2005-12-30 03:36:35,2005-12-30 04:50:44,"B"
3047,98351160,,"D","Y",2005-08-11 11:16:47,2005-08-11 12:56:51,"B"
3048,98340321,,"B","Y",2006-05-01 06:56:24,2006-05-01 07:25:42,"E"
3049,99240360,,"D","Y",2006-09-10 11:11:37,2006-09-10 12:31:10,"D"
3050,99340361,90817171,"D","No",2005-02-10 03:13:19,2005-02-10 04:13:10,"D"
